data_year,syllabus,district,uni_code,course,university,zscore,status,source,page
2019/2020,new,COLOMBO,C01,MEDICINE,University of Colombo,2.4546,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C02,MEDICINE,University of Peradeniya,2.3255,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C03,MEDICINE,University of Sri Jayewardenepura,2.2572,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C04,MEDICINE,University of Kelaniya,2.2016,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C05,MEDICINE,University of Jaffna,2.0858,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C06,MEDICINE,University of Ruhuna,2.1392,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C07,MEDICINE,University of Moratuwa,2.0676,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C08,MEDICINE,"Eastern University, Sri Lanka",,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C09,MEDICINE,Rajarata University of Sri Lanka,2.0957,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C10,MEDICINE,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C11,MEDICINE,Wayamba University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C12,DENTAL SURGERY,University of Peradeniya,2.0326,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C13,VETERINARY SCIENCE,University of Peradeniya,1.8619,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C14,MOLECULAR BIOLOGY & BIOCHEMISTRY,University of Colombo,1.9949,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C15,AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,1.5348,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C16,AGRICULTURE,University of Jaffna,0.9845,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C17,AGRICULTURE,"Eastern University, Sri Lanka",1.0438,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C18,AGRICULTURE,Rajarata University of Sri Lanka,0.9613,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C19,AGRICULTURE,Sabaragamuwa University of Sri Lanka,1.1013,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C20,AGRICULTURE,Wayamba University of Sri Lanka,1.0427,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C21,FOOD SCIENCE & NUTRITION,Wayamba University of Sri Lanka,1.4539,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C22,FOOD SCIENCE & TECHNOLOGY,University of Peradeniya,1.8514,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C23,FOOD SCIENCE & TECHNOLOGY,University of Sri Jayewardenepura,1.7577,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C24,FOOD SCIENCE & TECHNOLOGY,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,COLOMBO,C25,BIOLOGICAL SCIENCE,University of Colombo,1.7667,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C01,MEDICINE,University of Colombo,2.501,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C02,MEDICINE,University of Peradeniya,2.3317,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C03,MEDICINE,University of Sri Jayewardenepura,2.43,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C04,MEDICINE,University of Kelaniya,2.2054,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C05,MEDICINE,University of Jaffna,1.9626,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C06,MEDICINE,University of Ruhuna,2.1446,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C07,MEDICINE,University of Moratuwa,1.9289,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C08,MEDICINE,"Eastern University, Sri Lanka",,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C09,MEDICINE,Rajarata University of Sri Lanka,2.0626,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C10,MEDICINE,Sabaragamuwa University of Sri Lanka,1.9173,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C11,MEDICINE,Wayamba University of Sri Lanka,1.9238,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C12,DENTAL SURGERY,University of Peradeniya,1.913,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C13,VETERINARY SCIENCE,University of Peradeniya,1.89,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C14,MOLECULAR BIOLOGY & BIOCHEMISTRY,University of Colombo,1.9077,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C15,AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,1.688,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C16,AGRICULTURE,University of Jaffna,0.8692,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C17,AGRICULTURE,"Eastern University, Sri Lanka",0.7995,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C18,AGRICULTURE,Rajarata University of Sri Lanka,0.9507,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C19,AGRICULTURE,Sabaragamuwa University of Sri Lanka,1.1023,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C20,AGRICULTURE,Wayamba University of Sri Lanka,1.0294,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C21,FOOD SCIENCE & NUTRITION,Wayamba University of Sri Lanka,1.4708,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C22,FOOD SCIENCE & TECHNOLOGY,University of Peradeniya,1.7948,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C23,FOOD SCIENCE & TECHNOLOGY,University of Sri Jayewardenepura,1.7478,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C24,FOOD SCIENCE & TECHNOLOGY,Sabaragamuwa University of Sri Lanka,1.6597,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GAMPAHA,C25,BIOLOGICAL SCIENCE,University of Colombo,1.7865,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C01,MEDICINE,University of Colombo,2.5199,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C02,MEDICINE,University of Peradeniya,2.3277,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C03,MEDICINE,University of Sri Jayewardenepura,2.2924,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C04,MEDICINE,University of Kelaniya,2.2006,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C05,MEDICINE,University of Jaffna,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C06,MEDICINE,University of Ruhuna,2.1625,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C07,MEDICINE,University of Moratuwa,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C08,MEDICINE,"Eastern University, Sri Lanka",,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C09,MEDICINE,Rajarata University of Sri Lanka,2.0672,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C10,MEDICINE,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C11,MEDICINE,Wayamba University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C12,DENTAL SURGERY,University of Peradeniya,2.0355,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C13,VETERINARY SCIENCE,University of Peradeniya,1.9417,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C14,MOLECULAR BIOLOGY & BIOCHEMISTRY,University of Colombo,1.9906,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C15,AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,1.581,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C16,AGRICULTURE,University of Jaffna,1.065,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C17,AGRICULTURE,"Eastern University, Sri Lanka",,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C18,AGRICULTURE,Rajarata University of Sri Lanka,0.9825,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C19,AGRICULTURE,Sabaragamuwa University of Sri Lanka,1.0828,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C20,AGRICULTURE,Wayamba University of Sri Lanka,1.0277,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C21,FOOD SCIENCE & NUTRITION,Wayamba University of Sri Lanka,1.5003,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C22,FOOD SCIENCE & TECHNOLOGY,University of Peradeniya,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C23,FOOD SCIENCE & TECHNOLOGY,University of Sri Jayewardenepura,1.784,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C24,FOOD SCIENCE & TECHNOLOGY,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KALUTARA,C25,BIOLOGICAL SCIENCE,University of Colombo,1.9307,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C01,MEDICINE,University of Colombo,2.5115,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C02,MEDICINE,University of Peradeniya,2.3456,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C03,MEDICINE,University of Sri Jayewardenepura,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C04,MEDICINE,University of Kelaniya,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C05,MEDICINE,University of Jaffna,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C06,MEDICINE,University of Ruhuna,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C07,MEDICINE,University of Moratuwa,2.1129,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C08,MEDICINE,"Eastern University, Sri Lanka",,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C09,MEDICINE,Rajarata University of Sri Lanka,2.1166,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C10,MEDICINE,Sabaragamuwa University of Sri Lanka,1.8842,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C11,MEDICINE,Wayamba University of Sri Lanka,1.9473,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C12,DENTAL SURGERY,University of Peradeniya,1.8557,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C13,VETERINARY SCIENCE,University of Peradeniya,1.8452,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C14,MOLECULAR BIOLOGY & BIOCHEMISTRY,University of Colombo,1.692,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C15,AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,1.2934,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C16,AGRICULTURE,University of Jaffna,1.0423,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C17,AGRICULTURE,"Eastern University, Sri Lanka",0.8997,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C18,AGRICULTURE,Rajarata University of Sri Lanka,1.0682,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C19,AGRICULTURE,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C20,AGRICULTURE,Wayamba University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C21,FOOD SCIENCE & NUTRITION,Wayamba University of Sri Lanka,1.3013,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C22,FOOD SCIENCE & TECHNOLOGY,University of Peradeniya,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C23,FOOD SCIENCE & TECHNOLOGY,University of Sri Jayewardenepura,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C24,FOOD SCIENCE & TECHNOLOGY,Sabaragamuwa University of Sri Lanka,1.1929,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATALE,C25,BIOLOGICAL SCIENCE,University of Colombo,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C01,MEDICINE,University of Colombo,2.5805,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C02,MEDICINE,University of Peradeniya,2.3727,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C03,MEDICINE,University of Sri Jayewardenepura,2.266,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C04,MEDICINE,University of Kelaniya,2.199,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C05,MEDICINE,University of Jaffna,1.9955,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C06,MEDICINE,University of Ruhuna,2.1403,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C07,MEDICINE,University of Moratuwa,2.0031,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C08,MEDICINE,"Eastern University, Sri Lanka",,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C09,MEDICINE,Rajarata University of Sri Lanka,2.058,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C10,MEDICINE,Sabaragamuwa University of Sri Lanka,2.013,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C11,MEDICINE,Wayamba University of Sri Lanka,1.9852,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C12,DENTAL SURGERY,University of Peradeniya,1.9612,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C13,VETERINARY SCIENCE,University of Peradeniya,1.9482,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C14,MOLECULAR BIOLOGY & BIOCHEMISTRY,University of Colombo,1.9561,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C15,AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,1.7639,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C16,AGRICULTURE,University of Jaffna,1.4291,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C17,AGRICULTURE,"Eastern University, Sri Lanka",1.153,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C18,AGRICULTURE,Rajarata University of Sri Lanka,1.0569,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C19,AGRICULTURE,Sabaragamuwa University of Sri Lanka,1.1451,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C20,AGRICULTURE,Wayamba University of Sri Lanka,1.0448,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C21,FOOD SCIENCE & NUTRITION,Wayamba University of Sri Lanka,1.5409,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C22,FOOD SCIENCE & TECHNOLOGY,University of Peradeniya,1.9224,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C23,FOOD SCIENCE & TECHNOLOGY,University of Sri Jayewardenepura,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C24,FOOD SCIENCE & TECHNOLOGY,Sabaragamuwa University of Sri Lanka,1.5605,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,KANDY,C25,BIOLOGICAL SCIENCE,University of Colombo,1.8081,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C01,MEDICINE,University of Colombo,2.8375,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C02,MEDICINE,University of Peradeniya,2.3809,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C03,MEDICINE,University of Sri Jayewardenepura,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C04,MEDICINE,University of Kelaniya,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C05,MEDICINE,University of Jaffna,1.9626,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C06,MEDICINE,University of Ruhuna,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C07,MEDICINE,University of Moratuwa,1.9691,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C08,MEDICINE,"Eastern University, Sri Lanka",1.4744,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C09,MEDICINE,Rajarata University of Sri Lanka,2.0357,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C10,MEDICINE,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C11,MEDICINE,Wayamba University of Sri Lanka,1.8684,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C12,DENTAL SURGERY,University of Peradeniya,1.4729,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C13,VETERINARY SCIENCE,University of Peradeniya,1.437,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C14,MOLECULAR BIOLOGY & BIOCHEMISTRY,University of Colombo,1.4608,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C15,AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,1.3991,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C16,AGRICULTURE,University of Jaffna,0.8936,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C17,AGRICULTURE,"Eastern University, Sri Lanka",0.9256,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C18,AGRICULTURE,Rajarata University of Sri Lanka,1.0068,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C19,AGRICULTURE,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C20,AGRICULTURE,Wayamba University of Sri Lanka,1.1197,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C21,FOOD SCIENCE & NUTRITION,Wayamba University of Sri Lanka,1.1645,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C22,FOOD SCIENCE & TECHNOLOGY,University of Peradeniya,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C23,FOOD SCIENCE & TECHNOLOGY,University of Sri Jayewardenepura,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C24,FOOD SCIENCE & TECHNOLOGY,Sabaragamuwa University of Sri Lanka,1.1316,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,NUWARA ELIYA,C25,BIOLOGICAL SCIENCE,University of Colombo,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C01,MEDICINE,University of Colombo,2.522,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C02,MEDICINE,University of Peradeniya,2.325,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C03,MEDICINE,University of Sri Jayewardenepura,2.2716,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C04,MEDICINE,University of Kelaniya,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C05,MEDICINE,University of Jaffna,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C06,MEDICINE,University of Ruhuna,2.14,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C07,MEDICINE,University of Moratuwa,2.0238,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C08,MEDICINE,"Eastern University, Sri Lanka",,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C09,MEDICINE,Rajarata University of Sri Lanka,2.1302,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C10,MEDICINE,Sabaragamuwa University of Sri Lanka,2.0427,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C11,MEDICINE,Wayamba University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C12,DENTAL SURGERY,University of Peradeniya,2.0186,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C13,VETERINARY SCIENCE,University of Peradeniya,1.959,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C14,MOLECULAR BIOLOGY & BIOCHEMISTRY,University of Colombo,1.9446,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C15,AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,1.7428,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C16,AGRICULTURE,University of Jaffna,1.1144,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C17,AGRICULTURE,"Eastern University, Sri Lanka",1.0143,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C18,AGRICULTURE,Rajarata University of Sri Lanka,0.9876,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C19,AGRICULTURE,Sabaragamuwa University of Sri Lanka,1.0818,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C20,AGRICULTURE,Wayamba University of Sri Lanka,1.0453,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C21,FOOD SCIENCE & NUTRITION,Wayamba University of Sri Lanka,1.5573,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C22,FOOD SCIENCE & TECHNOLOGY,University of Peradeniya,1.8222,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C23,FOOD SCIENCE & TECHNOLOGY,University of Sri Jayewardenepura,1.872,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C24,FOOD SCIENCE & TECHNOLOGY,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,GALLE,C25,BIOLOGICAL SCIENCE,University of Colombo,1.7747,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C01,MEDICINE,University of Colombo,2.4758,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C02,MEDICINE,University of Peradeniya,2.3492,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C03,MEDICINE,University of Sri Jayewardenepura,2.2627,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C04,MEDICINE,University of Kelaniya,2.2097,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C05,MEDICINE,University of Jaffna,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C06,MEDICINE,University of Ruhuna,2.145,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C07,MEDICINE,University of Moratuwa,2.1371,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C08,MEDICINE,"Eastern University, Sri Lanka",,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C09,MEDICINE,Rajarata University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C10,MEDICINE,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C11,MEDICINE,Wayamba University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C12,DENTAL SURGERY,University of Peradeniya,2.0314,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C13,VETERINARY SCIENCE,University of Peradeniya,1.9219,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C14,MOLECULAR BIOLOGY & BIOCHEMISTRY,University of Colombo,1.9782,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C15,AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,1.7588,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C16,AGRICULTURE,University of Jaffna,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C17,AGRICULTURE,"Eastern University, Sri Lanka",,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C18,AGRICULTURE,Rajarata University of Sri Lanka,0.966,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C19,AGRICULTURE,Sabaragamuwa University of Sri Lanka,1.0864,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C20,AGRICULTURE,Wayamba University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C21,FOOD SCIENCE & NUTRITION,Wayamba University of Sri Lanka,1.5796,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C22,FOOD SCIENCE & TECHNOLOGY,University of Peradeniya,1.843,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C23,FOOD SCIENCE & TECHNOLOGY,University of Sri Jayewardenepura,1.7478,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C24,FOOD SCIENCE & TECHNOLOGY,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,MATARA,C25,BIOLOGICAL SCIENCE,University of Colombo,1.7779,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,HAMBANTOTA,C01,MEDICINE,University of Colombo,2.4648,OK,student_handbook_english (2020-2021).pdf,257
2019/2020,new,HAMBANTOTA,C02,MEDICINE,University of Peradeniya,,NQC,student_handbook_english (2020-2021).pdf,257
2019/2020,new,HAMBANTOTA,C03,MEDICINE,University of Sri Jayewardenepura,,NQC,student_handbook_english (2020-2021).pdf,257
