data_year,syllabus,district,uni_code,course,university,zscore,status,source,page
2019/2020,new,PUTTALAM,C01,INFORMATION COMMUNICATION TECHNOLOGY,University of Kelaniya,1.4896,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C02,INFORMATION COMMUNICATION TECHNOLOGY,University of Ruhuna,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C03,INFORMATION COMMUNICATION TECHNOLOGY,South Eastern University of Sri Lanka,0.9797,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C04,INFORMATION COMMUNICATION TECHNOLOGY,Rajarata University of Sri Lanka,1.0859,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C05,INFORMATION COMMUNICATION TECHNOLOGY,University of Jaffna - Vavuniya Campus,0.8606,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C06,INFORMATION COMMUNICATION TECHNOLOGY,Uva Wellassa University of Sri Lanka,1.3203,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C07,PHYSICAL SCIENCE -ICT,University of Sri Jayewardenepura,0.9212,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C08,PHYSICAL SCIENCE -ICT,University of Kelaniya,0.9192,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C09,TRANSLATION STUDIES,University of Kelaniya,1.3397,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C10,TRANSLATION STUDIES,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C11,TRANSLATION STUDIES,University of Jaffna,0.5752,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C12,TRANSLATION STUDIES,"Eastern University, Sri Lanka",,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C13,FILM & TELEVISION STUDIES,University of Kelaniya,1.2168,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C14,PROJECT MANAGEMENT,University of Jaffna - Vavuniya Campus,1.4669,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C15,TEACHING ENGLISH AS A SECOND LANGUAGE,TESL,1.1755,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C16,VISUAL ARTS,University of the Visual & Performing Arts,1.3716,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C18,DANCE,University of the Visual & Performing Arts,1.0888,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C19,DRAMA & THEATRE,University of the Visual & Performing Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C20,ART & DESIGN,Ramanathan Academy of Fine Arts,0.0302,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C21,MUSIC,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C22,DANCE,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C23,VISUAL & TECHNOLOGICAL ARTS,Swami Vipulananda Institute of Aesthetic Studies,0.6475,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C24,MUSIC,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C25,DANCE,Swami Vipulananda Institute of Aesthetic Studies,0.487,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,PUTTALAM,C26,DRAMA & THEATRE,Swami Vipulananda Institute of Aesthetic Studies,0.8182,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C01,INFORMATION COMMUNICATION TECHNOLOGY,University of Kelaniya,1.592,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C02,INFORMATION COMMUNICATION TECHNOLOGY,University of Ruhuna,1.3937,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C03,INFORMATION COMMUNICATION TECHNOLOGY,South Eastern University of Sri Lanka,0.9756,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C04,INFORMATION COMMUNICATION TECHNOLOGY,Rajarata University of Sri Lanka,1.0688,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C05,INFORMATION COMMUNICATION TECHNOLOGY,University of Jaffna - Vavuniya Campus,0.972,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C06,INFORMATION COMMUNICATION TECHNOLOGY,Uva Wellassa University of Sri Lanka,1.0874,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C07,PHYSICAL SCIENCE -ICT,University of Sri Jayewardenepura,0.7037,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C08,PHYSICAL SCIENCE -ICT,University of Kelaniya,0.8138,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C09,TRANSLATION STUDIES,University of Kelaniya,1.2556,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C10,TRANSLATION STUDIES,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C11,TRANSLATION STUDIES,University of Jaffna,0.9868,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C12,TRANSLATION STUDIES,"Eastern University, Sri Lanka",0.8666,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C13,FILM & TELEVISION STUDIES,University of Kelaniya,1.2176,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C14,PROJECT MANAGEMENT,University of Jaffna - Vavuniya Campus,1.4121,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C15,TEACHING ENGLISH AS A SECOND LANGUAGE,TESL,1.1755,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C16,VISUAL ARTS,University of the Visual & Performing Arts,1.1381,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C17,MUSIC,University of the Visual & Performing Arts,0.986,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C18,DANCE,University of the Visual & Performing Arts,1.0687,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C19,DRAMA & THEATRE,University of the Visual & Performing Arts,0.1447,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C20,ART & DESIGN,Ramanathan Academy of Fine Arts,0.3259,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C21,MUSIC,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C22,DANCE,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C23,VISUAL & TECHNOLOGICAL ARTS,Swami Vipulananda Institute of Aesthetic Studies,0.7619,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C24,MUSIC,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C25,DANCE,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KURUNEGALA,C26,DRAMA & THEATRE,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C01,INFORMATION COMMUNICATION TECHNOLOGY,University of Kelaniya,1.61,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C02,INFORMATION COMMUNICATION TECHNOLOGY,University of Ruhuna,1.3964,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C03,INFORMATION COMMUNICATION TECHNOLOGY,South Eastern University of Sri Lanka,1.0822,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C04,INFORMATION COMMUNICATION TECHNOLOGY,Rajarata University of Sri Lanka,1.1033,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C05,INFORMATION COMMUNICATION TECHNOLOGY,University of Jaffna - Vavuniya Campus,1.1186,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C06,INFORMATION COMMUNICATION TECHNOLOGY,Uva Wellassa University of Sri Lanka,1.1626,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C07,PHYSICAL SCIENCE -ICT,University of Sri Jayewardenepura,0.5914,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C08,PHYSICAL SCIENCE -ICT,University of Kelaniya,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C09,TRANSLATION STUDIES,University of Kelaniya,1.2415,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C10,TRANSLATION STUDIES,Sabaragamuwa University of Sri Lanka,0.7537,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C11,TRANSLATION STUDIES,University of Jaffna,0.5756,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C12,TRANSLATION STUDIES,"Eastern University, Sri Lanka",0.1602,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C13,FILM & TELEVISION STUDIES,University of Kelaniya,1.1759,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C14,PROJECT MANAGEMENT,University of Jaffna - Vavuniya Campus,1.4356,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C15,TEACHING ENGLISH AS A SECOND LANGUAGE,TESL,1.1755,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C16,VISUAL ARTS,University of the Visual & Performing Arts,1.1172,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C17,MUSIC,University of the Visual & Performing Arts,1.027,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C18,DANCE,University of the Visual & Performing Arts,0.9028,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C19,DRAMA & THEATRE,University of the Visual & Performing Arts,1.094,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C20,ART & DESIGN,Ramanathan Academy of Fine Arts,0.2802,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C21,MUSIC,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C22,DANCE,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C23,VISUAL & TECHNOLOGICAL ARTS,Swami Vipulananda Institute of Aesthetic Studies,0.2047,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C24,MUSIC,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C25,DANCE,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,ANURADHAPURA,C26,DRAMA & THEATRE,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C01,INFORMATION COMMUNICATION TECHNOLOGY,University of Kelaniya,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C02,INFORMATION COMMUNICATION TECHNOLOGY,University of Ruhuna,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C03,INFORMATION COMMUNICATION TECHNOLOGY,South Eastern University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C04,INFORMATION COMMUNICATION TECHNOLOGY,Rajarata University of Sri Lanka,1.256,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C05,INFORMATION COMMUNICATION TECHNOLOGY,University of Jaffna - Vavuniya Campus,0.7187,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C06,INFORMATION COMMUNICATION TECHNOLOGY,Uva Wellassa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C07,PHYSICAL SCIENCE -ICT,University of Sri Jayewardenepura,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C08,PHYSICAL SCIENCE -ICT,University of Kelaniya,1.0749,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C09,TRANSLATION STUDIES,University of Kelaniya,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C10,TRANSLATION STUDIES,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C11,TRANSLATION STUDIES,University of Jaffna,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C12,TRANSLATION STUDIES,"Eastern University, Sri Lanka",1.117,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C13,FILM & TELEVISION STUDIES,University of Kelaniya,1.7961,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C14,PROJECT MANAGEMENT,University of Jaffna - Vavuniya Campus,1.4402,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C15,TEACHING ENGLISH AS A SECOND LANGUAGE,TESL,1.1755,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C16,VISUAL ARTS,University of the Visual & Performing Arts,1.1309,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C17,MUSIC,University of the Visual & Performing Arts,1.1018,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C18,DANCE,University of the Visual & Performing Arts,1.1095,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C19,DRAMA & THEATRE,University of the Visual & Performing Arts,0.882,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C20,ART & DESIGN,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C21,MUSIC,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C22,DANCE,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C23,VISUAL & TECHNOLOGICAL ARTS,Swami Vipulananda Institute of Aesthetic Studies,0.091,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C24,MUSIC,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C25,DANCE,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,POLONNARUWA,C26,DRAMA & THEATRE,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C01,INFORMATION COMMUNICATION TECHNOLOGY,University of Kelaniya,1.4978,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C02,INFORMATION COMMUNICATION TECHNOLOGY,University of Ruhuna,1.3924,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C03,INFORMATION COMMUNICATION TECHNOLOGY,South Eastern University of Sri Lanka,0.97,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C04,INFORMATION COMMUNICATION TECHNOLOGY,Rajarata University of Sri Lanka,1.0908,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C05,INFORMATION COMMUNICATION TECHNOLOGY,University of Jaffna - Vavuniya Campus,0.9199,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C06,INFORMATION COMMUNICATION TECHNOLOGY,Uva Wellassa University of Sri Lanka,1.0874,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C07,PHYSICAL SCIENCE -ICT,University of Sri Jayewardenepura,0.6668,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C08,PHYSICAL SCIENCE -ICT,University of Kelaniya,0.8578,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C09,TRANSLATION STUDIES,University of Kelaniya,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C10,TRANSLATION STUDIES,Sabaragamuwa University of Sri Lanka,0.5517,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C11,TRANSLATION STUDIES,University of Jaffna,0.5373,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C12,TRANSLATION STUDIES,"Eastern University, Sri Lanka",,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C13,FILM & TELEVISION STUDIES,University of Kelaniya,1.0541,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C14,PROJECT MANAGEMENT,University of Jaffna - Vavuniya Campus,1.4629,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C15,TEACHING ENGLISH AS A SECOND LANGUAGE,TESL,1.1755,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C16,VISUAL ARTS,University of the Visual & Performing Arts,0.924,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C17,MUSIC,University of the Visual & Performing Arts,0.5489,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C18,DANCE,University of the Visual & Performing Arts,1.1312,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C19,DRAMA & THEATRE,University of the Visual & Performing Arts,0.9791,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C20,ART & DESIGN,Ramanathan Academy of Fine Arts,1.0105,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C21,MUSIC,Ramanathan Academy of Fine Arts,0.4313,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C22,DANCE,Ramanathan Academy of Fine Arts,0.5867,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C23,VISUAL & TECHNOLOGICAL ARTS,Swami Vipulananda Institute of Aesthetic Studies,0.351,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C24,MUSIC,Swami Vipulananda Institute of Aesthetic Studies,0.1841,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C25,DANCE,Swami Vipulananda Institute of Aesthetic Studies,0.6173,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,BADULLA,C26,DRAMA & THEATRE,Swami Vipulananda Institute of Aesthetic Studies,0.6636,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C01,INFORMATION COMMUNICATION TECHNOLOGY,University of Kelaniya,1.5076,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C02,INFORMATION COMMUNICATION TECHNOLOGY,University of Ruhuna,1.3454,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C03,INFORMATION COMMUNICATION TECHNOLOGY,South Eastern University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C04,INFORMATION COMMUNICATION TECHNOLOGY,Rajarata University of Sri Lanka,1.1158,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C05,INFORMATION COMMUNICATION TECHNOLOGY,University of Jaffna - Vavuniya Campus,0.6807,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C06,INFORMATION COMMUNICATION TECHNOLOGY,Uva Wellassa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C07,PHYSICAL SCIENCE -ICT,University of Sri Jayewardenepura,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C08,PHYSICAL SCIENCE -ICT,University of Kelaniya,0.4317,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C09,TRANSLATION STUDIES,University of Kelaniya,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C10,TRANSLATION STUDIES,Sabaragamuwa University of Sri Lanka,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C11,TRANSLATION STUDIES,University of Jaffna,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C12,TRANSLATION STUDIES,"Eastern University, Sri Lanka",,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C13,FILM & TELEVISION STUDIES,University of Kelaniya,1.1915,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C14,PROJECT MANAGEMENT,University of Jaffna - Vavuniya Campus,1.3745,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C15,TEACHING ENGLISH AS A SECOND LANGUAGE,TESL,1.1755,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C16,VISUAL ARTS,University of the Visual & Performing Arts,1.0522,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C17,MUSIC,University of the Visual & Performing Arts,0.8975,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C18,DANCE,University of the Visual & Performing Arts,1.2255,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C19,DRAMA & THEATRE,University of the Visual & Performing Arts,1.2947,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C20,ART & DESIGN,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C21,MUSIC,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C22,DANCE,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C23,VISUAL & TECHNOLOGICAL ARTS,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C24,MUSIC,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C25,DANCE,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,MONARAGALA,C26,DRAMA & THEATRE,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C01,INFORMATION COMMUNICATION TECHNOLOGY,University of Kelaniya,1.5059,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C02,INFORMATION COMMUNICATION TECHNOLOGY,University of Ruhuna,1.3266,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C03,INFORMATION COMMUNICATION TECHNOLOGY,South Eastern University of Sri Lanka,0.9993,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C04,INFORMATION COMMUNICATION TECHNOLOGY,Rajarata University of Sri Lanka,1.1205,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C05,INFORMATION COMMUNICATION TECHNOLOGY,University of Jaffna - Vavuniya Campus,1.0137,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C06,INFORMATION COMMUNICATION TECHNOLOGY,Uva Wellassa University of Sri Lanka,1.0857,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C07,PHYSICAL SCIENCE -ICT,University of Sri Jayewardenepura,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C08,PHYSICAL SCIENCE -ICT,University of Kelaniya,0.9881,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C09,TRANSLATION STUDIES,University of Kelaniya,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C10,TRANSLATION STUDIES,Sabaragamuwa University of Sri Lanka,1.1007,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C11,TRANSLATION STUDIES,University of Jaffna,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C12,TRANSLATION STUDIES,"Eastern University, Sri Lanka",0.8887,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C13,FILM & TELEVISION STUDIES,University of Kelaniya,1.0579,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C14,PROJECT MANAGEMENT,University of Jaffna - Vavuniya Campus,1.3981,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C15,TEACHING ENGLISH AS A SECOND LANGUAGE,TESL,1.1755,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C16,VISUAL ARTS,University of the Visual & Performing Arts,1.1077,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C17,MUSIC,University of the Visual & Performing Arts,0.7382,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C18,DANCE,University of the Visual & Performing Arts,1.1965,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C19,DRAMA & THEATRE,University of the Visual & Performing Arts,1.0833,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C21,MUSIC,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C22,DANCE,Ramanathan Academy of Fine Arts,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C23,VISUAL & TECHNOLOGICAL ARTS,Swami Vipulananda Institute of Aesthetic Studies,0.4717,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C24,MUSIC,Swami Vipulananda Institute of Aesthetic Studies,,NQC,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C25,DANCE,Swami Vipulananda Institute of Aesthetic Studies,0.1758,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,KEGALLE,C26,DRAMA & THEATRE,Swami Vipulananda Institute of Aesthetic Studies,0.8511,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,RATNAPURA,C01,INFORMATION COMMUNICATION TECHNOLOGY,University of Kelaniya,1.511,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,RATNAPURA,C02,INFORMATION COMMUNICATION TECHNOLOGY,University of Ruhuna,1.3964,OK,student_handbook_english (2020-2021).pdf,265
2019/2020,new,RATNAPURA,C03,INFORMATION COMMUNICATION TECHNOLOGY,South Eastern University of Sri Lanka,0.9803,OK,student_handbook_english (2020-2021).pdf,265
